Family	!	Scientific Name	Author	Reference	Date
"Fabaceae"	"!"	"Rhynchosia senna var. angustifolia"	"(A. Gray) Grear"	"Mem. New York Bot. Gard. 31(1): 67"	"1978"
"Fabaceae"	""	"Rhynchosia sousae"	"Fortunato"	"Phytotaxa 178(2): 147–149, f. 1–2"	"2014"
"Fabaceae"	"!"	"Rhynchosia swartzii"	"(Vail) Urb."	"Repert. Spec. Nov. Regni Veg. 15: 320"	"1918"
"Fabaceae"	"!"	"Rhynchosia tamaulipensis"	"Grear"	"Mem. New York Bot. Gard. 31(1): 101–103, f. 26"	"1978"
"Fabaceae"	"!"	"Rhynchosia tarphantha"	"Standl."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 4(8): 214–215"	"1929"
"Fabaceae"	""	"Rhynchosia texana"	"Torr. & A. Gray"	"Fl. N. Amer. 1(4): 687"	"1840"
"Fabaceae"	"!"	"Rhynchosia yucatanensis"	"Grear"	"Mem. New York Bot. Gard. 31(1): 103–105, f. 27"	"1978"
"Malvaceae"	""	"Rhynchosida"	"Fryxell"	"Brittonia 30(4): 458–462, f. 4"	"1978"
"Malvaceae"	""	"Rhynchosida physocalyx"	"(A. Gray) Fryxell"	"Brittonia 30(4): 458"	"1978"
"Cyperaceae"	"!!"	"Rhynchospora"	"Vahl"	"Enum. Pl. 2: 229"	"1805"
"Cyperaceae"	""	"Rhynchospora angosturensis"	"W.W. Thomas"	"Mem. New York Bot. Gard. 37: 75, f. 31"	"1984"
"Cyperaceae"	""	"Rhynchospora aristata"	"Boeckeler"	"Flora 40: 36"	"1857"
"Cyperaceae"	""	"Rhynchospora armerioides"	"J. Presl & C. Presl"	"Reliq. Haenk. 1(3): 197, t. 31, f. 2"	"1828"
"Cyperaceae"	""	"Rhynchospora barbata"	"(Vahl) Kunth"	"Enum. Pl. 2: 290"	"1837"
"Cyperaceae"	"!"	"Rhynchospora berteroi"	"(Spreng.) C.B. Clarke"	"Symb. Antill. 2(1): 119"	"1900"
"Cyperaceae"	""	"Rhynchospora boliviensis"	"C.B. Clarke"	"Bull. Misc. Inform. Kew, Addit. Ser. 8: 37–38"	"1908"
"Cyperaceae"	""	"Rhynchospora brevirostris"	"Griseb."	"Cat. Pl. Cub. 246–247"	"1866"
"Cyperaceae"	""	"Rhynchospora brittonii"	"Gale"	"Rhodora 46: 241"	"1944"
"Cyperaceae"	""	"Rhynchospora cephalotes"	"(L.) Vahl"	"Enum. Pl. 2: 237"	"1805"
"Cyperaceae"	"*"	"Rhynchospora ciliata"	"Kük."	"Bot. Jahrb. Syst. 56(Beibl. 125): 16"	"1921"
"Cyperaceae"	""	"Rhynchospora colorata"	"(L.) H. Pfeiff."	"Repert. Spec. Nov. Regni Veg. 38(6–12): 89"	"1935"
"Cyperaceae"	"!"	"Rhynchospora consanguinea"	"(Kunth) Boeckeler"	"Linnaea 37: 536"	"1871-1873 [1872]"
"Cyperaceae"	""	"Rhynchospora contracta"	"(Nees) J. Raynal"	"Adansonia, n.s. 17: 277"	"1978"
"Cyperaceae"	"!"	"Rhynchospora corymbosa"	"(L.) Britton"	"Trans. New York Acad. Sci. 11: 84"	"1892"
"Cyperaceae"	"!"	"Rhynchospora divergens"	"Chapm. ex M.A. Curtis"	"Amer. J. Sci. Arts, ser. 2 7(21): 409–410"	"1849"
"Cyperaceae"	""	"Rhynchospora dives"	"Standl."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 17(4): 315"	"1938"
"Cyperaceae"	""	"Rhynchospora durangensis"	"Kral & W.W. Thomas"	"Brittonia 38(3): 214, f. 2"	"1986"
"Cyperaceae"	""	"Rhynchospora eximia"	"(Nees) Boeckeler"	"Linnaea 37: 601"	"1871-1873 [1873]"
"Cyperaceae"	""	"Rhynchospora fascicularis"	"(Michx.) Vahl"	"Enum. Pl. 2: 234"	"1805"
"Cyperaceae"	"!"	"Rhynchospora filifolia"	"A. Gray"	"Ann. Lyceum Nat. Hist. New York 3: 366–367"	"1836"
"Cyperaceae"	"!"	"Rhynchospora filiformis"	"Vahl"	"Enum. Pl. 2: 232"	"1805"
"Cyperaceae"	""	"Rhynchospora floridensis"	"(Britton) H. Pfeiff."	"Repert. Spec. Nov. Regni Veg. 49(5–12): 82"	"1940"
"Cyperaceae"	""	"Rhynchospora gigantea"	"Link"	"Jahrb. Gewächsk. 1(3): 76"	"1820"
"Cyperaceae"	"!"	"Rhynchospora globosa"	"(Kunth) Roem. & Schult."	"Syst. Veg. (ed. 15 bis) 2: 89"	"1817"
"Cyperaceae"	""	"Rhynchospora globularis"	"(Chapm.) Small"	"Man. S.E. Fl. 184"	"1933"
"Cyperaceae"	""	"Rhynchospora gracilenta"	"A. Gray"	"Ann. Lyceum Nat. Hist. New York 3: 216"	"1835"
"Cyperaceae"	"!"	"Rhynchospora hassleri"	"C.B. Clarke"	"Bull. Herb. Boissier, sér. 2, 3: 1023"	"1903"
"Cyperaceae"	"!"	"Rhynchospora hirsuta"	"(Vahl) Vahl"	"Enum. Pl. 2: 231"	"1805"
"Cyperaceae"	""	"Rhynchospora holoschoenoides"	"(Rich.) Herter"	"Revista Sudamer. Bot. 9: 157"	"1953"
"Cyperaceae"	""	"Rhynchospora inundata"	"(Oakes) Fernald"	"Rhodora 20(236): 139"	"1918"
"Cyperaceae"	""	"Rhynchospora jaliscensis"	"McVaugh"	"Acta Bot. Mex. 11: 15–17, f. 2"	"1990"
"Cyperaceae"	""	"Rhynchospora jubata"	"Liebm."	"Mexic. Halvgr. 254"	"1850"
"Cyperaceae"	"!"	"Rhynchospora kunthii"	"Nees ex Kunth"	"Enum. Pl. 2: 296"	"1837"
"Cyperaceae"	""	"Rhynchospora lindeniana"	"Griseb."	"Cat. Pl. Cub. 244"	"1866"
"Cyperaceae"	"!"	"Rhynchospora macrochaeta"	"Steud. ex Boeckeler"	"Linnaea 37: 632"	"1871-1873 [1873]"
"Cyperaceae"	"!"	"Rhynchospora marisculus"	"Lindl. ex Nees"	"Fl. Bras. 2(1): 142"	"1842"
"Cyperaceae"	""	"Rhynchospora marliniana"	"Naczi, W. M. Knapp & W.W. Thomas"	"Kew Bull. 67(4): 771–778, f. 1–3. 4A, 5"	"2012"
"Cyperaceae"	"!"	"Rhynchospora mexicana"	"(Liebm.) Steud."	"Syn. Pl. Glumac. 2(8–9): 144"	"1855"
"Cyperaceae"	""	"Rhynchospora microcarpa"	"Baldwin ex A. Gray"	"Ann. Lyceum Nat. Hist. New York 3: 202–203"	"1835"
"Cyperaceae"	""	"Rhynchospora nervosa"	"(Vahl) Boeckeler"	"Vidensk. Meddel. Dansk Naturhist. Foren. Kjøbenhavn 1869: 143"	"1869"
"Cyperaceae"	""	"Rhynchospora nitens"	"(Vahl) A. Gray"	"Manual (ed. 5) 568"	"1867"
"Cyperaceae"	""	"Rhynchospora nivea"	"Boeckeler"	"Linnaea 37: 527"	"1871-1873 [1872]"
"Cyperaceae"	""	"Rhynchospora oaxacana"	"Kral & W.W. Thomas"	"Brittonia 38(3): 210–212, f. 1"	"1986"
"Cyperaceae"	""	"Rhynchospora oligantha"	"A. Gray"	"Ann. Lyceum Nat. Hist. New York 3: 212"	"1835"
"Cyperaceae"	""	"Rhynchospora pedersenii"	"Guagl."	"Darwiniana 39(3–4): 321, f. 14, 15"	"2001"
"Cyperaceae"	""	"Rhynchospora plumosa"	"Elliott"	"Sketch Bot. S. Carolina 1(1): 58"	"1816"
"Cyperaceae"	"!"	"Rhynchospora polyphylla"	"(Vahl) Vahl"	"Enum. Pl. 2: 230"	"1805"
"Cyperaceae"	""	"Rhynchospora pungens"	"Liebm."	"Mexic. Halvgr. 252"	"1850"
"Cyperaceae"	"!"	"Rhynchospora pusilla"	"Chapm. ex M.A. Curtis"	"Amer. J. Sci. Arts, ser. 2 7(21): 409–410"	"1849"
"Cyperaceae"	""	"Rhynchospora radicans"	"(Schltdl. & Cham.) H. Pfeiff."	"Repert. Spec. Nov. Regni Veg. 38(6–12): 93"	"1935"
"Cyperaceae"	""	"Rhynchospora recognita"	"(Gale) Kral"	"Novon 9(2): 205"	"1999"
"Cyperaceae"	""	"Rhynchospora robusta"	"(Kunth) Boeckeler"	"Linnaea 37: 616"	"1871-1873 [1873]"
"Cyperaceae"	""	"Rhynchospora rosae"	"W.W. Thomas"	"Brittonia 44(1): 31, f. 4"	"1992"
"Cyperaceae"	""	"Rhynchospora rugosa"	"(Vahl) Gale"	"Rhodora 46: 275"	"1944"
"Cyperaceae"	""	"Rhynchospora ruiziana"	"Boeckeler"	"Linnaea 37: 641"	"1871-1873 [1873]"
"Cyperaceae"	"!"	"Rhynchospora schiedeana"	"Kunth"	"Enum. Pl. 2: 300"	"1837"
"Cyperaceae"	""	"Rhynchospora scutellata"	"Griseb."	"Cat. Pl. Cub. 246"	"1866"
"Cyperaceae"	"!"	"Rhynchospora tenerrima"	"Nees ex Spreng."	"Syst. Veg. [Sprengel] 4, 2(Cur. post.): 26"	"1827"
"Cyperaceae"	"!"	"Rhynchospora tenuis"	"Willd. ex Link"	"Jahrb. Gewächsk. 1(3): 76"	"1820"
"Cyperaceae"	""	"Rhynchospora tracyi"	"Britton"	"Trans. New York Acad. Sci. 11(3–5): 84"	"1892"
"Cyperaceae"	"!"	"Rhynchospora triflora"	"Vahl"	"Enum. Pl. 2: 232"	"1805"
"Cyperaceae"	""	"Rhynchospora trispicata"	"(Nees) Schrad. ex Steud."	"Syn. Pl. Glumac. 2: 145"	"1855"
"Cyperaceae"	""	"Rhynchospora tuerckheimii"	"C.B. Clarke ex Kük."	"Bot. Jahrb. Syst. 74: 402"	"1949"
"Cyperaceae"	""	"Rhynchospora velutina"	"(Kunth) Boeckeler"	"Vidensk. Meddel. Dansk Naturhist. Foren. Kjøbenhavn 1869: 149"	"1869"
"Cyperaceae"	""	"Rhynchospora vulcani"	"Boeckeler"	"Linnaea 37: 638"	"1871-1873 [1873]"
"Cyperaceae"	""	"Rhynchospora watsonii"	"(Britton) Davidse"	"Ann. Missouri Bot. Gard. 61(2): 529"	"1974"
"Cyperaceae"	""	"Rhynchospora zacualtipanensis"	"M.T. Strong"	"Sida 19(1): 115, f. 1"	"2000"
"Orchidaceae"	""	"Rhynchostele"	"Rchb. f."	"Bot. Zeitung (Berlin) 10(44): 770"	"1852"
"Orchidaceae"	""	"Rhynchostele aptera"	"(Lex.) Soto Arenas & Salazar"	"Orquídea (Mexico City), n.s. 13(1): 146"	"1993"
"Orchidaceae"	""	"Rhynchostele beloglossa"	"(Rchb. f.) Dressler & N.H. Williams"	"Icon. Orchid. 5–6: [332], t. 654"	"2003"
"Orchidaceae"	""	"Rhynchostele bictoniensis"	"(Bateman) Soto Arenas & Salazar"	"Orquídea (Mexico City), n.s. 13(1–2): 147"	"1993"
"Orchidaceae"	""	"Rhynchostele candidula"	"(Rchb. f.) Soto Arenas & Salazar"	"Orquídea (Mexico City), n.s. 13(1–2): 147"	"1993"
"Orchidaceae"	""	"Rhynchostele cervantesii"	"(Lex.) Soto Arenas & Salazar"	"Orquídea (Mexico City), n.s. 13: 148"	"1993"
"Orchidaceae"	""	"Rhynchostele cervantesii subsp. halbingeriana"	"Soto Arenas & Hágsater"	"Icon. Orchid. 10: [194], t. 1078"	"2008"
